Date,Month_Year,Variable,Value,Category
27/07/2022,2022_Jul,X30m,0,<0.1
27/07/2022,2022_Jul,X30m,0,<0.1
27/07/2022,2022_Jul,X30m,0,<0.1
27/07/2022,2022_Jul,X10m_1.5m,0,<0.1
27/07/2022,2022_Jul,X10m_1.5m,0,<0.1
27/07/2022,2022_Jul,X10m_1.5m,0.5,0.1-2
27/07/2022,2022_Jul,X10m_0m,0,<0.1
27/07/2022,2022_Jul,X10m_0m,0,<0.1
27/07/2022,2022_Jul,X10m_0m,0.5,0.1-2
27/07/2022,2022_Jul,X0m_1.5m,0,<0.1
27/07/2022,2022_Jul,X0m_1.5m,0,<0.1
27/07/2022,2022_Jul,X0m_1.5m,0.7,0.1-2
27/07/2022,2022_Jul,X0m_0m,1.8,0.1-2
27/07/2022,2022_Jul,X0m_0m,2,0.1-2
27/07/2022,2022_Jul,X0m_0m,2.8,2.1-5
27/07/2022,2022_Jul,X0m_0m,1.8,0.1-2
27/07/2022,2022_Jul,X0m_0m,2,0.1-2
27/07/2022,2022_Jul,X0m_0m,2.8,2.1-5
27/07/2022,2022_Jul,X0m_digging,5.2,5.1-10
27/07/2022,2022_Jul,X0m_digging,2,0.1-2
27/07/2022,2022_Jul,X0m_digging,11.5,10.1-50
27/07/2022,2022_Jul,X0m_digging,3.1,2.1-5
27/07/2022,2022_Jul,X0m_digging,1.5,0.1-2
27/07/2022,2022_Jul,X0m_digging,4.6,2.1-5
27/07/2022,2022_Jul,pile_height,15,NA
27/07/2022,2022_Jul,pile_height,20,NA
27/07/2022,2022_Jul,pile_height,20,NA
27/07/2022,2022_Jul,WS,5.7,NA
27/07/2022,2022_Jul,WS,9.1,NA
27/07/2022,2022_Jul,WS,4,NA
27/07/2022,2022_Jul,WD,100,NA
27/07/2022,2022_Jul,WD,102.6,NA
27/07/2022,2022_Jul,WD,114,NA
27/07/2022,2022_Jul,Temp,28.4,NA
27/07/2022,2022_Jul,Temp,27.3,NA
27/07/2022,2022_Jul,Temp,29.3,NA
28/07/2022,2022_Jul,X30m,0,<0.1
28/07/2022,2022_Jul,X30m,0,<0.1
28/07/2022,2022_Jul,X30m,0,<0.1
28/07/2022,2022_Jul,X10m_1.5m,0,<0.1
28/07/2022,2022_Jul,X10m_1.5m,0,<0.1
28/07/2022,2022_Jul,X10m_1.5m,0,<0.1
28/07/2022,2022_Jul,X10m_0m,0,<0.1
28/07/2022,2022_Jul,X10m_0m,0,<0.1
28/07/2022,2022_Jul,X10m_0m,0,<0.1
28/07/2022,2022_Jul,X0m_1.5m,0,<0.1
28/07/2022,2022_Jul,X0m_1.5m,0,<0.1
28/07/2022,2022_Jul,X0m_1.5m,0,<0.1
28/07/2022,2022_Jul,X0m_0m,0,<0.1
28/07/2022,2022_Jul,X0m_0m,0.7,0.1-2
28/07/2022,2022_Jul,X0m_0m,0.8,0.1-2
28/07/2022,2022_Jul,X0m_0m,0,<0.1
28/07/2022,2022_Jul,X0m_0m,0.7,0.1-2
28/07/2022,2022_Jul,X0m_0m,0.8,0.1-2
28/07/2022,2022_Jul,X0m_digging,5.8,5.1-10
28/07/2022,2022_Jul,X0m_digging,1,0.1-2
28/07/2022,2022_Jul,X0m_digging,2.6,2.1-5
28/07/2022,2022_Jul,X0m_digging,2.6,2.1-5
28/07/2022,2022_Jul,X0m_digging,0.8,0.1-2
28/07/2022,2022_Jul,X0m_digging,1.8,0.1-2
28/07/2022,2022_Jul,pile_height,11,NA
28/07/2022,2022_Jul,pile_height,12,NA
28/07/2022,2022_Jul,pile_height,10,NA
28/07/2022,2022_Jul,WS,6.4,NA
28/07/2022,2022_Jul,WS,5.5,NA
28/07/2022,2022_Jul,WS,5.6,NA
28/07/2022,2022_Jul,WD,47,NA
28/07/2022,2022_Jul,WD,71,NA
28/07/2022,2022_Jul,WD,94,NA
28/07/2022,2022_Jul,Temp,29.1,NA
28/07/2022,2022_Jul,Temp,29.5,NA
28/07/2022,2022_Jul,Temp,29.1,NA
29/07/2022,2022_Jul,X30m,0,<0.1
29/07/2022,2022_Jul,X30m,0,<0.1
29/07/2022,2022_Jul,X10m_1.5m,0,<0.1
29/07/2022,2022_Jul,X10m_1.5m,0,<0.1
29/07/2022,2022_Jul,X10m_0m,0,<0.1
29/07/2022,2022_Jul,X10m_0m,0,<0.1
29/07/2022,2022_Jul,X0m_1.5m,0,<0.1
29/07/2022,2022_Jul,X0m_1.5m,0,<0.1
29/07/2022,2022_Jul,X0m_0m,1.5,0.1-2
29/07/2022,2022_Jul,X0m_0m,2.5,2.1-5
29/07/2022,2022_Jul,X0m_0m,1.5,0.1-2
29/07/2022,2022_Jul,X0m_0m,2.5,2.1-5
29/07/2022,2022_Jul,X0m_digging,22,10.1-50
29/07/2022,2022_Jul,X0m_digging,4.5,2.1-5
29/07/2022,2022_Jul,X0m_digging,7.2,5.1-10
29/07/2022,2022_Jul,X0m_digging,2.8,2.1-5
29/07/2022,2022_Jul,pile_height,15,NA
29/07/2022,2022_Jul,pile_height,14,NA
29/07/2022,2022_Jul,WS,7.3,NA
29/07/2022,2022_Jul,WS,7.6,NA
29/07/2022,2022_Jul,WD,75,NA
29/07/2022,2022_Jul,WD,81,NA
29/07/2022,2022_Jul,Temp,29.1,NA
29/07/2022,2022_Jul,Temp,28.7,NA
01/08/2022,2022_Aug,X30m,0,<0.1
01/08/2022,2022_Aug,X30m,0,<0.1
01/08/2022,2022_Aug,X10m_1.5m,0,<0.1
01/08/2022,2022_Aug,X10m_1.5m,0,<0.1
01/08/2022,2022_Aug,X10m_0m,0,<0.1
01/08/2022,2022_Aug,X10m_0m,0,<0.1
01/08/2022,2022_Aug,X0m_1.5m,0,<0.1
01/08/2022,2022_Aug,X0m_1.5m,0,<0.1
01/08/2022,2022_Aug,X0m_0m,0,<0.1
01/08/2022,2022_Aug,X0m_0m,2.5,2.1-5
01/08/2022,2022_Aug,X0m_0m,0,<0.1
01/08/2022,2022_Aug,X0m_0m,2.5,2.1-5
01/08/2022,2022_Aug,X0m_digging,0,<0.1
01/08/2022,2022_Aug,X0m_digging,3.7,2.1-5
01/08/2022,2022_Aug,X0m_digging,0,<0.1
01/08/2022,2022_Aug,X0m_digging,3.2,2.1-5
01/08/2022,2022_Aug,pile_height,10,NA
01/08/2022,2022_Aug,pile_height,30,NA
01/08/2022,2022_Aug,WS,5.8,NA
01/08/2022,2022_Aug,WS,6.2,NA
01/08/2022,2022_Aug,WD,74.6,NA
01/08/2022,2022_Aug,WD,70.6,NA
01/08/2022,2022_Aug,Temp,29.3,NA
01/08/2022,2022_Aug,Temp,29.2,NA
02/08/2022,2022_Aug,X30m,0,<0.1
02/08/2022,2022_Aug,X30m,0,<0.1
02/08/2022,2022_Aug,X10m_1.5m,0,<0.1
02/08/2022,2022_Aug,X10m_1.5m,0,<0.1
02/08/2022,2022_Aug,X10m_0m,0,<0.1
02/08/2022,2022_Aug,X10m_0m,0,<0.1
02/08/2022,2022_Aug,X0m_1.5m,0,<0.1
02/08/2022,2022_Aug,X0m_1.5m,0,<0.1
02/08/2022,2022_Aug,X0m_0m,0,<0.1
02/08/2022,2022_Aug,X0m_0m,0,<0.1
02/08/2022,2022_Aug,X0m_0m,0,<0.1
02/08/2022,2022_Aug,X0m_0m,0,<0.1
02/08/2022,2022_Aug,X0m_digging,5,2.1-5
02/08/2022,2022_Aug,X0m_digging,1.8,0.1-2
02/08/2022,2022_Aug,X0m_digging,0.5,0.1-2
02/08/2022,2022_Aug,X0m_digging,0,<0.1
02/08/2022,2022_Aug,pile_height,30,NA
02/08/2022,2022_Aug,pile_height,10,NA
02/08/2022,2022_Aug,WS,2.8,NA
02/08/2022,2022_Aug,WS,4.8,NA
02/08/2022,2022_Aug,WD,80.6,NA
02/08/2022,2022_Aug,WD,80.4,NA
02/08/2022,2022_Aug,Temp,29.4,NA
02/08/2022,2022_Aug,Temp,29.1,NA
03/08/2022,2022_Aug,X30m,0,<0.1
03/08/2022,2022_Aug,X30m,0,<0.1
03/08/2022,2022_Aug,X10m_1.5m,0,<0.1
03/08/2022,2022_Aug,X10m_1.5m,0,<0.1
03/08/2022,2022_Aug,X10m_0m,0,<0.1
03/08/2022,2022_Aug,X10m_0m,0,<0.1
03/08/2022,2022_Aug,X0m_1.5m,0,<0.1
03/08/2022,2022_Aug,X0m_1.5m,0,<0.1
03/08/2022,2022_Aug,X0m_0m,0,<0.1
03/08/2022,2022_Aug,X0m_0m,0,<0.1
03/08/2022,2022_Aug,X0m_0m,0,<0.1
03/08/2022,2022_Aug,X0m_0m,0,<0.1
03/08/2022,2022_Aug,X0m_digging,30,10.1-50
03/08/2022,2022_Aug,X0m_digging,11,10.1-50
03/08/2022,2022_Aug,X0m_digging,18,10.1-50
03/08/2022,2022_Aug,X0m_digging,2.3,2.1-5
03/08/2022,2022_Aug,pile_height,30,NA
03/08/2022,2022_Aug,pile_height,20,NA
03/08/2022,2022_Aug,WS,4,NA
03/08/2022,2022_Aug,WS,3.9,NA
03/08/2022,2022_Aug,WD,94.9,NA
03/08/2022,2022_Aug,WD,104,NA
03/08/2022,2022_Aug,Temp,29.5,NA
03/08/2022,2022_Aug,Temp,29.18,NA
05/08/2022,2022_Aug,X30m,0,<0.1
05/08/2022,2022_Aug,X30m,0,<0.1
05/08/2022,2022_Aug,X10m_1.5m,0,<0.1
05/08/2022,2022_Aug,X10m_1.5m,0,<0.1
05/08/2022,2022_Aug,X10m_0m,0,<0.1
05/08/2022,2022_Aug,X10m_0m,0,<0.1
05/08/2022,2022_Aug,X0m_1.5m,0,<0.1
05/08/2022,2022_Aug,X0m_1.5m,0,<0.1
05/08/2022,2022_Aug,X0m_0m,0,<0.1
05/08/2022,2022_Aug,X0m_0m,0,<0.1
05/08/2022,2022_Aug,X0m_0m,0,<0.1
05/08/2022,2022_Aug,X0m_0m,0,<0.1
05/08/2022,2022_Aug,X0m_digging,2,0.1-2
05/08/2022,2022_Aug,X0m_digging,2.9,2.1-5
05/08/2022,2022_Aug,X0m_digging,1.3,0.1-2
05/08/2022,2022_Aug,X0m_digging,1.8,0.1-2
05/08/2022,2022_Aug,pile_height,30,NA
05/08/2022,2022_Aug,pile_height,30,NA
05/08/2022,2022_Aug,WS,3.7,NA
05/08/2022,2022_Aug,WS,5.7,NA
05/08/2022,2022_Aug,WD,94.8,NA
05/08/2022,2022_Aug,WD,101.4,NA
05/08/2022,2022_Aug,Temp,28.9,NA
05/08/2022,2022_Aug,Temp,29,NA
08/08/2022,2022_Aug,X30m,0,<0.1
08/08/2022,2022_Aug,X10m_1.5m,0,<0.1
08/08/2022,2022_Aug,X10m_0m,0,<0.1
08/08/2022,2022_Aug,X0m_1.5m,0,<0.1
08/08/2022,2022_Aug,X0m_0m,0,<0.1
08/08/2022,2022_Aug,X0m_0m,0,<0.1
08/08/2022,2022_Aug,X0m_digging,6.9,5.1-10
08/08/2022,2022_Aug,X0m_digging,2.3,2.1-5
08/08/2022,2022_Aug,pile_height,40,NA
08/08/2022,2022_Aug,WS,4.2,NA
08/08/2022,2022_Aug,WD,87.5,NA
08/08/2022,2022_Aug,Temp,29.1,NA
09/08/2022,2022_Aug,X30m,0,<0.1
09/08/2022,2022_Aug,X10m_1.5m,0,<0.1
09/08/2022,2022_Aug,X10m_0m,0,<0.1
09/08/2022,2022_Aug,X0m_1.5m,0,<0.1
09/08/2022,2022_Aug,X0m_0m,0,<0.1
09/08/2022,2022_Aug,X0m_0m,0,<0.1
09/08/2022,2022_Aug,X0m_digging,100,>50
09/08/2022,2022_Aug,X0m_digging,2.1,2.1-5
09/08/2022,2022_Aug,pile_height,40,NA
09/08/2022,2022_Aug,WS,2,NA
09/08/2022,2022_Aug,WD,103.7,NA
09/08/2022,2022_Aug,Temp,28.9,NA
15/08/2022,2022_Aug,X30m,0,<0.1
15/08/2022,2022_Aug,X30m,0,<0.1
15/08/2022,2022_Aug,X10m_1.5m,0,<0.1
15/08/2022,2022_Aug,X10m_1.5m,0,<0.1
15/08/2022,2022_Aug,X10m_0m,0,<0.1
15/08/2022,2022_Aug,X10m_0m,0,<0.1
15/08/2022,2022_Aug,X0m_1.5m,0,<0.1
15/08/2022,2022_Aug,X0m_1.5m,0,<0.1
15/08/2022,2022_Aug,X0m_0m,2.4,2.1-5
15/08/2022,2022_Aug,X0m_0m,1.2,0.1-2
15/08/2022,2022_Aug,X0m_0m,2.4,2.1-5
15/08/2022,2022_Aug,X0m_0m,1.2,0.1-2
15/08/2022,2022_Aug,X0m_digging,13.9,10.1-50
15/08/2022,2022_Aug,X0m_digging,3,2.1-5
15/08/2022,2022_Aug,X0m_digging,3.3,2.1-5
15/08/2022,2022_Aug,X0m_digging,2.2,2.1-5
15/08/2022,2022_Aug,pile_height,25,NA
15/08/2022,2022_Aug,pile_height,25,NA
15/08/2022,2022_Aug,WS,3.1,NA
15/08/2022,2022_Aug,WS,3.8,NA
15/08/2022,2022_Aug,WD,64,NA
15/08/2022,2022_Aug,WD,103,NA
15/08/2022,2022_Aug,Temp,28.77,NA
15/08/2022,2022_Aug,Temp,28.95,NA
16/08/2022,2022_Aug,X30m,0,<0.1
16/08/2022,2022_Aug,X30m,0,<0.1
16/08/2022,2022_Aug,X10m_1.5m,0,<0.1
16/08/2022,2022_Aug,X10m_1.5m,0,<0.1
16/08/2022,2022_Aug,X10m_0m,2,0.1-2
16/08/2022,2022_Aug,X10m_0m,0.9,0.1-2
16/08/2022,2022_Aug,X0m_1.5m,0,<0.1
16/08/2022,2022_Aug,X0m_1.5m,0,<0.1
16/08/2022,2022_Aug,X0m_0m,3.4,2.1-5
16/08/2022,2022_Aug,X0m_0m,4.4,2.1-5
16/08/2022,2022_Aug,X0m_0m,3.4,2.1-5
16/08/2022,2022_Aug,X0m_0m,4.4,2.1-5
16/08/2022,2022_Aug,X0m_digging,5.1,5.1-10
16/08/2022,2022_Aug,X0m_digging,5.4,5.1-10
16/08/2022,2022_Aug,X0m_digging,3.1,2.1-5
16/08/2022,2022_Aug,X0m_digging,5.3,5.1-10
16/08/2022,2022_Aug,pile_height,30,NA
16/08/2022,2022_Aug,pile_height,30,NA
16/08/2022,2022_Aug,WS,3.04,NA
16/08/2022,2022_Aug,WS,3.26,NA
16/08/2022,2022_Aug,WD,135,NA
16/08/2022,2022_Aug,WD,140,NA
16/08/2022,2022_Aug,Temp,28.69,NA
16/08/2022,2022_Aug,Temp,28.47,NA
17/08/2022,2022_Aug,X30m,0,<0.1
17/08/2022,2022_Aug,X10m_1.5m,0,<0.1
17/08/2022,2022_Aug,X10m_0m,0,<0.1
17/08/2022,2022_Aug,X0m_1.5m,0,<0.1
17/08/2022,2022_Aug,X0m_0m,1.4,0.1-2
17/08/2022,2022_Aug,X0m_0m,1.4,0.1-2
17/08/2022,2022_Aug,X0m_digging,2.9,2.1-5
17/08/2022,2022_Aug,X0m_digging,2.2,2.1-5
17/08/2022,2022_Aug,pile_height,30,NA
17/08/2022,2022_Aug,WS,4.3,NA
17/08/2022,2022_Aug,WD,81,NA
17/08/2022,2022_Aug,Temp,28.84,NA
19/08/2022,2022_Aug,X30m,0,<0.1
19/08/2022,2022_Aug,X10m_1.5m,0,<0.1
19/08/2022,2022_Aug,X10m_0m,0,<0.1
19/08/2022,2022_Aug,X0m_1.5m,0,<0.1
19/08/2022,2022_Aug,X0m_0m,1,0.1-2
19/08/2022,2022_Aug,X0m_0m,1,0.1-2
19/08/2022,2022_Aug,X0m_digging,1.1,0.1-2
19/08/2022,2022_Aug,X0m_digging,0.9,0.1-2
19/08/2022,2022_Aug,pile_height,25,NA
19/08/2022,2022_Aug,WS,5.2,NA
19/08/2022,2022_Aug,WD,95,NA
19/08/2022,2022_Aug,Temp,29.6,NA
23/08/2022,2022_Aug,X30m,0,<0.1
23/08/2022,2022_Aug,X10m_1.5m,0,<0.1
23/08/2022,2022_Aug,X10m_0m,0,<0.1
23/08/2022,2022_Aug,X0m_1.5m,0,<0.1
23/08/2022,2022_Aug,X0m_0m,0,<0.1
23/08/2022,2022_Aug,X0m_0m,0,<0.1
23/08/2022,2022_Aug,X0m_digging,8.5,5.1-10
23/08/2022,2022_Aug,X0m_digging,0.3,0.1-2
23/08/2022,2022_Aug,pile_height,30,NA
23/08/2022,2022_Aug,WS,3.9,NA
23/08/2022,2022_Aug,WD,146.6,NA
23/08/2022,2022_Aug,Temp,29.1,NA
24/08/2022,2022_Aug,X30m,0,<0.1
24/08/2022,2022_Aug,X10m_1.5m,0,<0.1
24/08/2022,2022_Aug,X10m_0m,0,<0.1
24/08/2022,2022_Aug,X0m_1.5m,0,<0.1
24/08/2022,2022_Aug,X0m_0m,5.2,5.1-10
24/08/2022,2022_Aug,X0m_0m,5.2,5.1-10
24/08/2022,2022_Aug,X0m_digging,7.2,5.1-10
24/08/2022,2022_Aug,X0m_digging,6.8,5.1-10
24/08/2022,2022_Aug,pile_height,10,NA
24/08/2022,2022_Aug,WS,1.1,NA
24/08/2022,2022_Aug,WD,27,NA
24/08/2022,2022_Aug,Temp,27.9,NA
25/08/2022,2022_Aug,X30m,0,<0.1
25/08/2022,2022_Aug,X10m_1.5m,0,<0.1
25/08/2022,2022_Aug,X10m_0m,0,<0.1
25/08/2022,2022_Aug,X0m_1.5m,0,<0.1
25/08/2022,2022_Aug,X0m_0m,1.8,0.1-2
25/08/2022,2022_Aug,X0m_0m,1.8,0.1-2
25/08/2022,2022_Aug,X0m_digging,2.6,2.1-5
25/08/2022,2022_Aug,X0m_digging,25,10.1-50
25/08/2022,2022_Aug,pile_height,10,NA
25/08/2022,2022_Aug,WS,5.4,NA
25/08/2022,2022_Aug,WD,112,NA
25/08/2022,2022_Aug,Temp,29.1,NA
26/08/2022,2022_Aug,X30m,0,<0.1
26/08/2022,2022_Aug,X30m,0,<0.1
26/08/2022,2022_Aug,X10m_1.5m,0,<0.1
26/08/2022,2022_Aug,X10m_1.5m,0,<0.1
26/08/2022,2022_Aug,X10m_0m,0,<0.1
26/08/2022,2022_Aug,X10m_0m,0,<0.1
26/08/2022,2022_Aug,X0m_1.5m,0,<0.1
26/08/2022,2022_Aug,X0m_1.5m,0,<0.1
26/08/2022,2022_Aug,X0m_0m,1.1,0.1-2
26/08/2022,2022_Aug,X0m_0m,0.6,0.1-2
26/08/2022,2022_Aug,X0m_0m,1.1,0.1-2
26/08/2022,2022_Aug,X0m_0m,0.6,0.1-2
26/08/2022,2022_Aug,X0m_digging,1.7,0.1-2
26/08/2022,2022_Aug,X0m_digging,1.6,0.1-2
26/08/2022,2022_Aug,X0m_digging,1.7,0.1-2
26/08/2022,2022_Aug,X0m_digging,0.9,0.1-2
26/08/2022,2022_Aug,pile_height,30,NA
26/08/2022,2022_Aug,pile_height,5,NA
26/08/2022,2022_Aug,WS,3.7,NA
26/08/2022,2022_Aug,WS,4.2,NA
26/08/2022,2022_Aug,WD,143,NA
26/08/2022,2022_Aug,WD,110,NA
26/08/2022,2022_Aug,Temp,28.6,NA
26/08/2022,2022_Aug,Temp,29.2,NA
29/08/2022,2022_Aug,X30m,0,<0.1
29/08/2022,2022_Aug,X30m,0,<0.1
29/08/2022,2022_Aug,X10m_1.5m,0,<0.1
29/08/2022,2022_Aug,X10m_1.5m,0,<0.1
29/08/2022,2022_Aug,X10m_0m,1.5,0.1-2
29/08/2022,2022_Aug,X10m_0m,0,<0.1
29/08/2022,2022_Aug,X0m_1.5m,0,<0.1
29/08/2022,2022_Aug,X0m_1.5m,0,<0.1
29/08/2022,2022_Aug,X0m_0m,1.6,0.1-2
29/08/2022,2022_Aug,X0m_0m,1.9,0.1-2
29/08/2022,2022_Aug,X0m_0m,1.6,0.1-2
29/08/2022,2022_Aug,X0m_0m,1.9,0.1-2
29/08/2022,2022_Aug,X0m_digging,6.4,5.1-10
29/08/2022,2022_Aug,X0m_digging,2.2,2.1-5
29/08/2022,2022_Aug,X0m_digging,2.6,2.1-5
29/08/2022,2022_Aug,X0m_digging,0.2,0.1-2
29/08/2022,2022_Aug,pile_height,5,NA
29/08/2022,2022_Aug,pile_height,30,NA
29/08/2022,2022_Aug,WS,3.66,NA
29/08/2022,2022_Aug,WS,3.6,NA
29/08/2022,2022_Aug,WD,118,NA
29/08/2022,2022_Aug,WD,123.2,NA
29/08/2022,2022_Aug,Temp,29.3,NA
29/08/2022,2022_Aug,Temp,29.3,NA
31/08/2022,2022_Aug,X30m,0,<0.1
31/08/2022,2022_Aug,X10m_1.5m,0.7,0.1-2
31/08/2022,2022_Aug,X10m_0m,1.1,0.1-2
31/08/2022,2022_Aug,X0m_1.5m,0.9,0.1-2
31/08/2022,2022_Aug,X0m_0m,3.1,2.1-5
31/08/2022,2022_Aug,X0m_0m,3.1,2.1-5
31/08/2022,2022_Aug,X0m_digging,4.2,2.1-5
31/08/2022,2022_Aug,X0m_digging,2.2,2.1-5
31/08/2022,2022_Aug,pile_height,30,NA
31/08/2022,2022_Aug,WS,2.1,NA
31/08/2022,2022_Aug,WD,86,NA
31/08/2022,2022_Aug,Temp,28.5,NA
14/09/2022,2022_Sep,X30m,0,<0.1
14/09/2022,2022_Sep,X10m_1.5m,0,<0.1
14/09/2022,2022_Sep,X10m_0m,0,<0.1
14/09/2022,2022_Sep,X0m_1.5m,0,<0.1
14/09/2022,2022_Sep,X0m_0m,0,<0.1
14/09/2022,2022_Sep,X0m_0m,0,<0.1
14/09/2022,2022_Sep,X0m_digging,0,<0.1
14/09/2022,2022_Sep,X0m_digging,0,<0.1
14/09/2022,2022_Sep,pile_height,25,NA
14/09/2022,2022_Sep,WS,4.96,NA
14/09/2022,2022_Sep,WD,117,NA
14/09/2022,2022_Sep,Temp,30,NA
19/09/2022,2022_Sep,X30m,0,<0.1
19/09/2022,2022_Sep,X10m_1.5m,0,<0.1
19/09/2022,2022_Sep,X10m_0m,0,<0.1
19/09/2022,2022_Sep,X0m_1.5m,0,<0.1
19/09/2022,2022_Sep,X0m_0m,0,<0.1
19/09/2022,2022_Sep,X0m_0m,0,<0.1
19/09/2022,2022_Sep,X0m_digging,2.6,2.1-5
19/09/2022,2022_Sep,X0m_digging,1.4,0.1-2
19/09/2022,2022_Sep,pile_height,30,NA
19/09/2022,2022_Sep,WS,5.7,NA
19/09/2022,2022_Sep,WD,108,NA
19/09/2022,2022_Sep,Temp,28.7,NA
21/09/2022,2022_Sep,X30m,0,<0.1
21/09/2022,2022_Sep,X10m_1.5m,0,<0.1
21/09/2022,2022_Sep,X10m_0m,0,<0.1
21/09/2022,2022_Sep,X0m_1.5m,0,<0.1
21/09/2022,2022_Sep,X0m_0m,1.8,0.1-2
21/09/2022,2022_Sep,X0m_0m,1.8,0.1-2
21/09/2022,2022_Sep,X0m_digging,21.8,10.1-50
21/09/2022,2022_Sep,X0m_digging,0.8,0.1-2
21/09/2022,2022_Sep,pile_height,20,NA
21/09/2022,2022_Sep,WS,3.6,NA
21/09/2022,2022_Sep,WD,84,NA
21/09/2022,2022_Sep,Temp,29.2,NA
23/09/2022,2022_Sep,X30m,0,<0.1
23/09/2022,2022_Sep,X10m_1.5m,0,<0.1
23/09/2022,2022_Sep,X10m_0m,0,<0.1
23/09/2022,2022_Sep,X0m_1.5m,0,<0.1
23/09/2022,2022_Sep,X0m_0m,1.3,0.1-2
23/09/2022,2022_Sep,X0m_0m,1.3,0.1-2
23/09/2022,2022_Sep,X0m_digging,12.8,10.1-50
23/09/2022,2022_Sep,X0m_digging,0.6,0.1-2
23/09/2022,2022_Sep,pile_height,10,NA
23/09/2022,2022_Sep,WS,5.7,NA
23/09/2022,2022_Sep,WD,66,NA
23/09/2022,2022_Sep,Temp,29.4,NA
30/09/2022,2022_Sep,X30m,0,<0.1
30/09/2022,2022_Sep,X10m_1.5m,0,<0.1
30/09/2022,2022_Sep,X10m_0m,0,<0.1
30/09/2022,2022_Sep,X0m_1.5m,0,<0.1
30/09/2022,2022_Sep,X0m_0m,0,<0.1
30/09/2022,2022_Sep,X0m_0m,0,<0.1
30/09/2022,2022_Sep,X0m_digging,0,<0.1
30/09/2022,2022_Sep,X0m_digging,0,<0.1
30/09/2022,2022_Sep,pile_height,0,NA
30/09/2022,2022_Sep,WS,1.6,NA
30/09/2022,2022_Sep,WD,336,NA
30/09/2022,2022_Sep,Temp,26.3,NA
20/02/2023,2023_Feb,X30m,0,<0.1
20/02/2023,2023_Feb,X10m_1.5m,0,<0.1
20/02/2023,2023_Feb,X10m_0m,0,<0.1
20/02/2023,2023_Feb,X0m_1.5m,0,<0.1
20/02/2023,2023_Feb,X0m_0m,0,<0.1
20/02/2023,2023_Feb,X0m_0m,0,<0.1
20/02/2023,2023_Feb,X0m_digging,0,<0.1
20/02/2023,2023_Feb,X0m_digging,0,<0.1
20/02/2023,2023_Feb,pile_height,50,NA
20/02/2023,2023_Feb,WS,6.02,NA
20/02/2023,2023_Feb,WD,69.12,NA
20/02/2023,2023_Feb,Temp,26.55,NA
23/02/2023,2023_Feb,X30m,0,<0.1
23/02/2023,2023_Feb,X10m_1.5m,0,<0.1
23/02/2023,2023_Feb,X10m_0m,0,<0.1
23/02/2023,2023_Feb,X0m_1.5m,0,<0.1
23/02/2023,2023_Feb,X0m_0m,0,<0.1
23/02/2023,2023_Feb,X0m_0m,0,<0.1
23/02/2023,2023_Feb,X0m_digging,0,<0.1
23/02/2023,2023_Feb,X0m_digging,0,<0.1
23/02/2023,2023_Feb,pile_height,80,NA
23/02/2023,2023_Feb,WS,11.35,NA
23/02/2023,2023_Feb,WD,169,NA
23/02/2023,2023_Feb,Temp,27.1,NA
10/03/2023,2023_Mar,X30m,0,<0.1
10/03/2023,2023_Mar,X10m_1.5m,0,<0.1
10/03/2023,2023_Mar,X10m_0m,0,<0.1
10/03/2023,2023_Mar,X0m_1.5m,0,<0.1
10/03/2023,2023_Mar,X0m_0m,0,<0.1
10/03/2023,2023_Mar,X0m_0m,0,<0.1
10/03/2023,2023_Mar,X0m_digging,0,<0.1
10/03/2023,2023_Mar,X0m_digging,0,<0.1
10/03/2023,2023_Mar,pile_height,30,NA
10/03/2023,2023_Mar,WS,4.97,NA
10/03/2023,2023_Mar,WD,117.6,NA
10/03/2023,2023_Mar,Temp,27.28,NA
14/03/2023,2023_Mar,X30m,0,<0.1
14/03/2023,2023_Mar,X10m_1.5m,0,<0.1
14/03/2023,2023_Mar,X10m_0m,0,<0.1
14/03/2023,2023_Mar,X0m_1.5m,0,<0.1
14/03/2023,2023_Mar,X0m_0m,0,<0.1
14/03/2023,2023_Mar,X0m_0m,0,<0.1
14/03/2023,2023_Mar,X0m_digging,12.9,10.1-50
14/03/2023,2023_Mar,X0m_digging,3.3,2.1-5
14/03/2023,2023_Mar,pile_height,30,NA
14/03/2023,2023_Mar,WS,4.17,NA
14/03/2023,2023_Mar,WD,132.8,NA
14/03/2023,2023_Mar,Temp,27.13,NA
21/03/2023,2023_Mar,X30m,0,<0.1
21/03/2023,2023_Mar,X10m_1.5m,0,<0.1
21/03/2023,2023_Mar,X10m_0m,0,<0.1
21/03/2023,2023_Mar,X0m_1.5m,0,<0.1
21/03/2023,2023_Mar,X0m_0m,0,<0.1
21/03/2023,2023_Mar,X0m_0m,0,<0.1
21/03/2023,2023_Mar,X0m_digging,4.9,2.1-5
21/03/2023,2023_Mar,X0m_digging,0,<0.1
21/03/2023,2023_Mar,pile_height,40,NA
21/03/2023,2023_Mar,WS,5.87,NA
21/03/2023,2023_Mar,WD,67.4,NA
21/03/2023,2023_Mar,Temp,26.2,NA
29/03/2023,2023_Mar,X30m,0,<0.1
29/03/2023,2023_Mar,X10m_1.5m,0,<0.1
29/03/2023,2023_Mar,X10m_0m,0,<0.1
29/03/2023,2023_Mar,X0m_1.5m,0,<0.1
29/03/2023,2023_Mar,X0m_0m,0,<0.1
29/03/2023,2023_Mar,X0m_0m,0,<0.1
